product_id,product_sku,product_name,brand,category,subcategory,color,size,unit_price,start_date,end_date,is_active
3127,CR-IN-CAM-03127,Croma DSLR F7VN4,Croma,Cameras,DSLR,Black,M,227672.42,2022-06-18,,1
5165,CR-IN-ACC-05165,Croma Cables TEUHO,Croma,Accessories,Cables,Space Grey,OneSize,6401.95,2023-01-20,,1
6144,CR-IN-CAM-06144,Croma DSLR HTKMP,Croma,Cameras,DSLR,White,L,217901.47,2024-09-28,,1
1590,CR-IN-AUD-01590,Croma Headphones TFO6S,Croma,Audio,Headphones,Gold,L,22037.09,2024-02-06,,1
4082,CR-IN-MOB-04082,Croma Smartphones D1EQN,Croma,Mobiles,Smartphones,Green,S,15491.66,2023-04-12,,1
11802,CR-IN-TEL-11802,Croma LED KRQ9A,Croma,Televisions,LED,White,XS,69934.97,2023-01-03,2023-01-29,0
6395,CR-IN-CAM-06395,Croma DSLR BY5J1,Croma,Cameras,DSLR,Gold,L,176871.58,2024-03-19,,1
3113,CR-IN-TEL-03113,Croma LED 6PANQ,Croma,Televisions,LED,Space Grey,L,78749.42,2023-09-12,,1
1858,CR-IN-SMA-01858,Croma Smart Lights XCK9A,Croma,Smart Home,Smart Lights,Gold,L,24689.48,2023-11-04,,1
2588,CR-IN-AUD-02588,Croma Headphones VYNFL,Croma,Audio,Headphones,Blue,XS,3826.62,2024-12-12,,1
2737,CR-IN-ACC-02737,Croma Cables P0IZQ,Croma,Accessories,Cables,Red,M,3818.85,2025-01-10,2025-02-26,0
2901,CR-IN-GAM-02901,Croma Consoles 6KEP9,Croma,Gaming,Consoles,White,OneSize,41432.53,2022-08-12,2023-09-19,0
2888,CR-IN-WEA-02888,Croma Smartwatch XSA33,Croma,Wearables,Smartwatch,Purple,M,19920.79,2022-01-04,,1
4214,CR-IN-ACC-04214,Croma Cables DS2V9,Croma,Accessories,Cables,Space Grey,XS,2682.32,2024-07-09,2024-09-03,0
6516,CR-IN-TEL-06516,Croma LED C0WT1,Croma,Televisions,LED,Blue,XL,202836.69,2023-09-08,2025-07-17,0
6701,CR-IN-WEA-06701,Croma Smartwatch 54PBQ,Croma,Wearables,Smartwatch,Blue,M,3001.21,2023-06-27,,1
4189,CR-IN-SMA-04189,Croma Smart Lights N2VYD,Croma,Smart Home,Smart Lights,Gold,L,20881.92,2025-06-21,,1
4338,CR-IN-ACC-04338,Croma Cables RQ7E2,Croma,Accessories,Cables,Gold,M,2465.28,2024-01-29,,1
1816,CR-IN-LAP-01816,Croma Ultrabooks EZGUY,Croma,Laptops,Ultrabooks,Silver,XL,33590.52,2024-01-29,,1
6603,CR-IN-AUD-06603,Croma Headphones L19VL,Croma,Audio,Headphones,Gold,M,49859.65,2022-06-12,2023-11-20,0
3587,CR-IN-SMA-03587,Croma Smart Lights RW7FI,Croma,Smart Home,Smart Lights,Purple,XS,30421.71,2022-06-03,,1
4854,CR-IN-AUD-04854,Croma Headphones XG6M9,Croma,Audio,Headphones,Silver,XL,20898.24,2025-04-21,,1
11568,CR-IN-TEL-11568,Croma LED 22F2W,Croma,Televisions,LED,Blue,OneSize,54178.86,2024-10-20,,1
9445,CR-IN-MOB-09445,Croma Smartphones X6GM2,Croma,Mobiles,Smartphones,Red,XS,14951.67,2024-05-19,,1
7942,CR-IN-AUD-07942,Croma Headphones SPRCE,Croma,Audio,Headphones,Space Grey,XS,37256.85,2022-10-11,,1
11584,CR-IN-LAP-11584,Croma Ultrabooks Z7LGF,Croma,Laptops,Ultrabooks,Blue,XL,73435.51,2023-05-19,,1
1260,CR-IN-TEL-01260,Croma LED CVR3X,Croma,Televisions,LED,Space Grey,L,125791.26,2022-09-16,,1
7693,CR-IN-SMA-07693,Croma Smart Lights JYEHN,Croma,Smart Home,Smart Lights,White,L,18330.92,2024-11-17,,1
9957,CR-IN-MOB-09957,Croma Smartphones UGAIK,Croma,Mobiles,Smartphones,Silver,L,13119.99,2024-03-29,,1
5814,CR-IN-AUD-05814,Croma Headphones 7P887,Croma,Audio,Headphones,Space Grey,S,43057.03,2023-08-29,,1
9587,CR-IN-WEA-09587,Croma Smartwatch CFNAG,Croma,Wearables,Smartwatch,Gold,OneSize,11214.63,2024-03-25,,1
1368,CR-IN-MOB-01368,Croma Smartphones MRX9R,Croma,Mobiles,Smartphones,Space Grey,M,92374.69,2025-07-30,,1
2713,CR-IN-CAM-02713,Croma DSLR G3AGQ,Croma,Cameras,DSLR,White,XL,82533.55,2023-06-12,,1
6621,CR-IN-MOB-06621,Croma Smartphones SICG2,Croma,Mobiles,Smartphones,White,XL,25890.06,2023-09-12,,1
555,CR-IN-SMA-00555,Croma Smart Lights L5G7B,Croma,Smart Home,Smart Lights,Silver,XS,3291.29,2024-12-17,2025-02-26,0
65,CR-IN-APP-00065,Croma Washers AX082,Croma,Appliances,Washers,Black,OneSize,53365.78,2022-11-15,,1
8432,CR-IN-ACC-08432,Croma Cables B04KZ,Croma,Accessories,Cables,Space Grey,OneSize,5235.73,2024-10-01,,1
8869,CR-IN-AUD-08869,Croma Headphones VCBNO,Croma,Audio,Headphones,Blue,XL,24608.99,2024-04-30,,1
10540,CR-IN-CAM-10540,Croma DSLR NLAJP,Croma,Cameras,DSLR,Blue,S,131215.44,2023-03-18,,1
1007,CR-IN-SMA-01007,Croma Smart Lights V94I3,Croma,Smart Home,Smart Lights,White,XS,30167.05,2023-12-26,,1
781,CR-IN-LAP-00781,Croma Ultrabooks 57YP3,Croma,Laptops,Ultrabooks,Silver,XS,106943.23,2024-02-26,,1
678,CR-IN-GAM-00678,Croma Consoles G7TGG,Croma,Gaming,Consoles,Gold,XS,32502.94,2023-06-19,,1
1470,CR-IN-MOB-01470,Croma Smartphones QE3HJ,Croma,Mobiles,Smartphones,Silver,XS,77839.37,2022-08-09,,1
6090,CR-IN-GAM-06090,Croma Consoles 45X8Q,Croma,Gaming,Consoles,Purple,OneSize,56741.65,2024-04-08,,1
7896,CR-IN-ACC-07896,Croma Cables Y9QAJ,Croma,Accessories,Cables,Gold,OneSize,4792.03,2023-09-19,2024-06-13,0
2032,CR-IN-AUD-02032,Croma Headphones SNQZ7,Croma,Audio,Headphones,Black,XL,35100.78,2025-03-27,,1
6212,CR-IN-AUD-06212,Croma Headphones 6A8HR,Croma,Audio,Headphones,Red,M,40995.95,2025-05-30,,1
6619,CR-IN-TEL-06619,Croma LED SC2V4,Croma,Televisions,LED,Space Grey,XS,52674.32,2023-12-23,,1
8907,CR-IN-AUD-08907,Croma Headphones HX6YA,Croma,Audio,Headphones,Space Grey,XL,9060.75,2024-05-13,,1
11123,CR-IN-ACC-11123,Croma Cables X1375,Croma,Accessories,Cables,White,OneSize,501.99,2023-05-19,2024-10-02,0
989,CR-IN-WEA-00989,Croma Smartwatch QR2IQ,Croma,Wearables,Smartwatch,Blue,XL,27772.36,2022-10-12,,1
9800,CR-IN-ACC-09800,Croma Cables PFHQG,Croma,Accessories,Cables,Black,XS,9754.11,2024-06-10,,1
1904,CR-IN-SMA-01904,Croma Smart Lights GV7J2,Croma,Smart Home,Smart Lights,Blue,XS,27247.07,2022-10-02,,1
9595,CR-IN-GAM-09595,Croma Consoles TQWUS,Croma,Gaming,Consoles,Blue,XL,34723.96,2024-11-18,2025-02-19,0
6586,CR-IN-GAM-06586,Croma Consoles 74R6J,Croma,Gaming,Consoles,Purple,L,9131.67,2022-09-02,,1
9759,CR-IN-LAP-09759,Croma Ultrabooks G7SZQ,Croma,Laptops,Ultrabooks,Gold,XL,61651.54,2023-12-18,,1
10467,CR-IN-AUD-10467,Croma Headphones JT7FR,Croma,Audio,Headphones,Gold,XS,12311.45,2024-10-30,,1
5673,CR-IN-TEL-05673,Croma LED TIJB2,Croma,Televisions,LED,Space Grey,L,231845.57,2023-06-18,,1
4884,CR-IN-AUD-04884,Croma Headphones 98611,Croma,Audio,Headphones,Red,L,22481.21,2023-07-23,,1
5385,CR-IN-ACC-05385,Croma Cables PTEGK,Croma,Accessories,Cables,Green,XS,7149.69,2023-03-17,,1
6241,CR-IN-GAM-06241,Croma Consoles ZPY3I,Croma,Gaming,Consoles,Green,XL,40938.05,2023-12-07,,1
11935,CR-IN-LAP-11935,Croma Ultrabooks 4E0IE,Croma,Laptops,Ultrabooks,White,OneSize,43534.84,2022-10-02,,1
4960,CR-IN-AUD-04960,Croma Headphones DFFJN,Croma,Audio,Headphones,Black,OneSize,47043.96,2023-02-18,,1
2932,CR-IN-AUD-02932,Croma Headphones HK6XZ,Croma,Audio,Headphones,Green,XL,22786.01,2025-04-02,,1
1362,CR-IN-GAM-01362,Croma Consoles PFZZE,Croma,Gaming,Consoles,Gold,XL,6124.72,2022-12-20,,1
6021,CR-IN-ACC-06021,Croma Cables NDAXB,Croma,Accessories,Cables,Blue,S,6850.56,2024-05-26,,1
5781,CR-IN-AUD-05781,Croma Headphones 8LWXD,Croma,Audio,Headphones,Space Grey,S,13086.48,2023-03-24,,1
10080,CR-IN-AUD-10080,Croma Headphones 4CVO1,Croma,Audio,Headphones,Green,S,5921.23,2022-06-15,,1
7660,CR-IN-GAM-07660,Croma Consoles 3JCOY,Croma,Gaming,Consoles,Blue,OneSize,47073.82,2022-01-20,,1
3822,CR-IN-CAM-03822,Croma DSLR 5BM2Q,Croma,Cameras,DSLR,Green,XL,223843.36,2023-06-02,,1
7065,CR-IN-ACC-07065,Croma Cables D7T51,Croma,Accessories,Cables,Red,OneSize,7656.66,2023-10-15,,1
681,CR-IN-LAP-00681,Croma Ultrabooks 3A5WD,Croma,Laptops,Ultrabooks,Space Grey,S,72663.11,2024-01-01,2024-02-19,0
5508,CR-IN-TEL-05508,Croma LED UX6KC,Croma,Televisions,LED,Black,XS,95785.54,2022-03-30,2024-08-15,0
6870,CR-IN-GAM-06870,Croma Consoles G5YJK,Croma,Gaming,Consoles,Space Grey,OneSize,22666.84,2022-07-19,,1
11232,CR-IN-ACC-11232,Croma Cables P5W2X,Croma,Accessories,Cables,Purple,M,9579.4,2023-08-28,,1
10087,CR-IN-ACC-10087,Croma Cables ZDVRH,Croma,Accessories,Cables,Black,L,7854.29,2025-06-18,,1
10249,CR-IN-SMA-10249,Croma Smart Lights GRGS4,Croma,Smart Home,Smart Lights,White,OneSize,7922.25,2024-10-15,,1
7801,CR-IN-TEL-07801,Croma LED V7FEH,Croma,Televisions,LED,Gold,XL,115842.03,2023-10-05,,1
9746,CR-IN-APP-09746,Croma Washers YU8OJ,Croma,Appliances,Washers,Red,XS,123915.42,2024-12-08,,1
6244,CR-IN-WEA-06244,Croma Smartwatch KFQ62,Croma,Wearables,Smartwatch,Purple,XL,28376.05,2023-10-18,,1
1897,CR-IN-AUD-01897,Croma Headphones EXFZ8,Croma,Audio,Headphones,Gold,L,39152.08,2022-04-25,,1
95,CR-IN-SMA-00095,Croma Smart Lights S8BWW,Croma,Smart Home,Smart Lights,Silver,XL,18895.29,2024-02-05,2025-05-15,0
2785,CR-IN-LAP-02785,Croma Ultrabooks SI344,Croma,Laptops,Ultrabooks,Space Grey,L,144420.34,2024-03-22,,1
9096,CR-IN-AUD-09096,Croma Headphones M2XZQ,Croma,Audio,Headphones,Gold,L,17412.4,2025-02-28,,1
7732,CR-IN-GAM-07732,Croma Consoles YEYMS,Croma,Gaming,Consoles,White,S,57799.19,2024-03-13,,1
5831,CR-IN-MOB-05831,Croma Smartphones WU974,Croma,Mobiles,Smartphones,Gold,XL,12490.87,2023-05-31,2025-03-17,0
7227,CR-IN-WEA-07227,Croma Smartwatch U8V9H,Croma,Wearables,Smartwatch,Red,XL,16321.02,2023-11-29,,1
2724,CR-IN-TEL-02724,Croma LED BQP1P,Croma,Televisions,LED,Gold,OneSize,224641.74,2025-01-24,,1
10941,CR-IN-TEL-10941,Croma LED ORVKJ,Croma,Televisions,LED,White,XL,138152.98,2022-03-17,,1
8236,CR-IN-LAP-08236,Croma Ultrabooks YBBP2,Croma,Laptops,Ultrabooks,Space Grey,S,212667.89,2023-03-10,,1
8475,CR-IN-TEL-08475,Croma LED 4YRE3,Croma,Televisions,LED,Green,L,92876.38,2024-10-06,2024-10-12,0
9282,CR-IN-SMA-09282,Croma Smart Lights LOSNI,Croma,Smart Home,Smart Lights,Gold,S,16454.72,2022-02-05,,1
2956,CR-IN-MOB-02956,Croma Smartphones 74YEU,Croma,Mobiles,Smartphones,Space Grey,S,58875.24,2025-02-19,,1
3652,CR-IN-SMA-03652,Croma Smart Lights W3ZD2,Croma,Smart Home,Smart Lights,Green,XS,15582.59,2022-01-08,,1
8538,CR-IN-GAM-08538,Croma Consoles ILSJD,Croma,Gaming,Consoles,Blue,XL,71144.67,2024-01-25,,1
8852,CR-IN-WEA-08852,Croma Smartwatch 3S1LN,Croma,Wearables,Smartwatch,Black,M,37821.53,2022-12-03,,1
9521,CR-IN-LAP-09521,Croma Ultrabooks 0BXKE,Croma,Laptops,Ultrabooks,White,M,24328.49,2022-10-19,,1
2933,CR-IN-AUD-02933,Croma Headphones GZ1IC,Croma,Audio,Headphones,Red,XS,22605.55,2024-05-28,2025-08-06,0
10482,CR-IN-SMA-10482,Croma Smart Lights A9RUY,Croma,Smart Home,Smart Lights,Silver,M,1148.66,2022-05-04,,1
7411,CR-IN-SMA-07411,Croma Smart Lights U4408,Croma,Smart Home,Smart Lights,White,XS,29537.99,2022-07-16,,1
1683,CR-IN-APP-01683,Croma Washers XB0JT,Croma,Appliances,Washers,Gold,S,90685.45,2024-05-05,2025-06-10,0
11739,CR-IN-MOB-11739,Croma Smartphones ZAHNX,Croma,Mobiles,Smartphones,Green,XL,13148.91,2023-07-28,,1
460,CR-IN-MOB-00460,Croma Smartphones VMZYR,Croma,Mobiles,Smartphones,Silver,L,22908.35,2024-08-26,,1
8670,CR-IN-GAM-08670,Croma Consoles LGIXQ,Croma,Gaming,Consoles,Green,S,47699.89,2022-06-14,,1
9552,CR-IN-GAM-09552,Croma Consoles W53JB,Croma,Gaming,Consoles,Silver,OneSize,53561.15,2025-04-04,,1
3214,CR-IN-AUD-03214,Croma Headphones 3C1IJ,Croma,Audio,Headphones,White,XS,47240.14,2025-01-16,,1
8421,CR-IN-MOB-08421,Croma Smartphones E6TO7,Croma,Mobiles,Smartphones,Blue,XS,10999.61,2022-05-08,,1
3099,CR-IN-TEL-03099,Croma LED NWIY2,Croma,Televisions,LED,Blue,M,141421.26,2024-06-17,,1
10913,CR-IN-GAM-10913,Croma Consoles BDCS4,Croma,Gaming,Consoles,White,S,39802.65,2024-03-02,,1
11987,CR-IN-TEL-11987,Croma LED RZUR9,Croma,Televisions,LED,Green,XL,41594.0,2025-04-01,,1
3276,CR-IN-CAM-03276,Croma DSLR 7LLBR,Croma,Cameras,DSLR,Black,L,216822.41,2024-08-25,,1
10965,CR-IN-AUD-10965,Croma Headphones JSEYE,Croma,Audio,Headphones,Gold,OneSize,26377.78,2025-01-22,,1
8137,CR-IN-LAP-08137,Croma Ultrabooks G7KZA,Croma,Laptops,Ultrabooks,Red,S,201069.72,2025-06-13,2025-06-14,0
7629,CR-IN-CAM-07629,Croma DSLR ZD5GU,Croma,Cameras,DSLR,Blue,OneSize,132713.09,2025-02-06,,1
11003,CR-IN-WEA-11003,Croma Smartwatch JJ6IU,Croma,Wearables,Smartwatch,White,OneSize,6776.25,2022-03-05,,1
3342,CR-IN-ACC-03342,Croma Cables AR3P4,Croma,Accessories,Cables,Red,M,1834.09,2024-07-23,,1
7034,CR-IN-SMA-07034,Croma Smart Lights 07QET,Croma,Smart Home,Smart Lights,Silver,S,5142.72,2024-04-25,,1
2639,CR-IN-TEL-02639,Croma LED 4IRZ7,Croma,Televisions,LED,White,OneSize,21846.26,2024-10-21,,1
6148,CR-IN-WEA-06148,Croma Smartwatch 924KA,Croma,Wearables,Smartwatch,Red,L,23570.4,2024-09-06,2025-02-10,0
11257,CR-IN-SMA-11257,Croma Smart Lights LDJLY,Croma,Smart Home,Smart Lights,Black,L,22956.07,2023-02-26,,1
10593,CR-IN-SMA-10593,Croma Smart Lights 52FRE,Croma,Smart Home,Smart Lights,Red,L,3110.87,2025-07-10,,1
7728,CR-IN-TEL-07728,Croma LED P14HX,Croma,Televisions,LED,Gold,L,224897.38,2022-06-01,,1
1838,CR-IN-LAP-01838,Croma Ultrabooks SOIU4,Croma,Laptops,Ultrabooks,Space Grey,XL,87384.28,2024-01-11,,1
2173,CR-IN-AUD-02173,Croma Headphones 07G5J,Croma,Audio,Headphones,Purple,L,35972.63,2022-05-12,2025-03-27,0
6928,CR-IN-MOB-06928,Croma Smartphones HGPZN,Croma,Mobiles,Smartphones,Blue,OneSize,78711.26,2022-01-11,,1
2347,CR-IN-CAM-02347,Croma DSLR 226MI,Croma,Cameras,DSLR,Space Grey,OneSize,238777.12,2024-01-28,,1
9223,CR-IN-LAP-09223,Croma Ultrabooks ZN32C,Croma,Laptops,Ultrabooks,Gold,L,180043.72,2024-10-07,2025-02-01,0
9888,CR-IN-APP-09888,Croma Washers 5199L,Croma,Appliances,Washers,Blue,S,146242.37,2024-09-24,,1
8072,CR-IN-SMA-08072,Croma Smart Lights BJTTU,Croma,Smart Home,Smart Lights,Silver,L,26285.03,2023-12-22,,1
6079,CR-IN-ACC-06079,Croma Cables DAUSP,Croma,Accessories,Cables,Black,OneSize,5839.62,2025-08-12,,1
1471,CR-IN-LAP-01471,Croma Ultrabooks EPF2Q,Croma,Laptops,Ultrabooks,Green,L,24725.75,2024-12-07,2025-05-05,0
11838,CR-IN-GAM-11838,Croma Consoles QCW6D,Croma,Gaming,Consoles,Black,S,55783.22,2025-05-01,,1
10678,CR-IN-AUD-10678,Croma Headphones 2AN8H,Croma,Audio,Headphones,Space Grey,L,29940.81,2023-07-05,2024-04-30,0
2595,CR-IN-TEL-02595,Croma LED VQDY8,Croma,Televisions,LED,Gold,XL,186655.82,2024-05-14,,1
602,CR-IN-APP-00602,Croma Washers MBZ3Z,Croma,Appliances,Washers,Gold,XL,99409.45,2024-01-23,,1
1284,CR-IN-TEL-01284,Croma LED 2FNW8,Croma,Televisions,LED,Green,L,58017.5,2022-08-11,,1
5390,CR-IN-ACC-05390,Croma Cables Z4CCE,Croma,Accessories,Cables,Gold,S,3322.82,2022-02-14,2025-06-01,0
1784,CR-IN-WEA-01784,Croma Smartwatch 6PUYM,Croma,Wearables,Smartwatch,Purple,S,49601.87,2022-10-12,2023-11-09,0
26,CR-IN-AUD-00026,Croma Headphones X8223,Croma,Audio,Headphones,White,OneSize,23227.52,2023-02-22,,1
11944,CR-IN-SMA-11944,Croma Smart Lights B7IF6,Croma,Smart Home,Smart Lights,Green,M,19537.31,2022-10-03,,1
3220,CR-IN-APP-03220,Croma Washers WFSHE,Croma,Appliances,Washers,Blue,XL,132873.54,2023-07-04,,1
6160,CR-IN-TEL-06160,Croma LED COBC6,Croma,Televisions,LED,Red,XS,146726.61,2024-04-08,2025-05-24,0
351,CR-IN-AUD-00351,Croma Headphones 0IFC3,Croma,Audio,Headphones,Gold,XL,37147.58,2025-06-22,,1
5677,CR-IN-APP-05677,Croma Washers 6I4T8,Croma,Appliances,Washers,Green,S,40921.62,2022-08-07,,1
383,CR-IN-WEA-00383,Croma Smartwatch PLQ6D,Croma,Wearables,Smartwatch,Gold,OneSize,53588.24,2025-03-12,2025-06-15,0
5909,CR-IN-MOB-05909,Croma Smartphones ASVB5,Croma,Mobiles,Smartphones,Purple,M,109429.22,2023-08-05,,1
3551,CR-IN-AUD-03551,Croma Headphones S9HAP,Croma,Audio,Headphones,Purple,L,31597.14,2024-05-07,2025-09-12,0
3877,CR-IN-GAM-03877,Croma Consoles SY9VP,Croma,Gaming,Consoles,Blue,S,34272.36,2024-02-14,,1
7898,CR-IN-ACC-07898,Croma Cables WVGVG,Croma,Accessories,Cables,Blue,XS,5518.27,2025-04-07,,1
9760,CR-IN-CAM-09760,Croma DSLR OMXOF,Croma,Cameras,DSLR,Red,XS,48045.1,2023-05-04,,1
8767,CR-IN-ACC-08767,Croma Cables QWCBB,Croma,Accessories,Cables,Blue,OneSize,6894.93,2024-08-23,,1
10207,CR-IN-WEA-10207,Croma Smartwatch SLE0D,Croma,Wearables,Smartwatch,Blue,L,3624.44,2023-05-16,,1
6599,CR-IN-GAM-06599,Croma Consoles LUPOA,Croma,Gaming,Consoles,Space Grey,M,59757.35,2022-11-02,,1
7636,CR-IN-SMA-07636,Croma Smart Lights 2E4M8,Croma,Smart Home,Smart Lights,Green,OneSize,24523.97,2023-08-27,2025-08-09,0
1426,CR-IN-WEA-01426,Croma Smartwatch UZDIW,Croma,Wearables,Smartwatch,Blue,OneSize,56629.06,2023-05-21,,1
937,CR-IN-AUD-00937,Croma Headphones 0XG9E,Croma,Audio,Headphones,Blue,XL,28630.16,2023-01-05,,1
11938,CR-IN-LAP-11938,Croma Ultrabooks 4T2Y0,Croma,Laptops,Ultrabooks,Purple,XL,140189.96,2024-08-23,2025-03-26,0
7476,CR-IN-LAP-07476,Croma Ultrabooks MB6PM,Croma,Laptops,Ultrabooks,Red,OneSize,50447.85,2023-10-23,,1
3215,CR-IN-GAM-03215,Croma Consoles Y8AFF,Croma,Gaming,Consoles,Space Grey,XL,73213.21,2022-06-23,,1
5782,CR-IN-AUD-05782,Croma Headphones JQI2Z,Croma,Audio,Headphones,Purple,L,46670.71,2024-05-11,2024-11-02,0
8921,CR-IN-WEA-08921,Croma Smartwatch UQLAA,Croma,Wearables,Smartwatch,Purple,XS,44744.27,2025-05-08,,1
5307,CR-IN-APP-05307,Croma Washers A5R3U,Croma,Appliances,Washers,Red,M,121491.93,2024-10-14,,1
6857,CR-IN-ACC-06857,Croma Cables DZ9MX,Croma,Accessories,Cables,Silver,S,5723.17,2022-12-30,,1
2571,CR-IN-CAM-02571,Croma DSLR 0PJ4L,Croma,Cameras,DSLR,Green,OneSize,196390.82,2024-02-16,,1
10095,CR-IN-WEA-10095,Croma Smartwatch ZHD00,Croma,Wearables,Smartwatch,Black,S,51558.84,2025-01-01,2025-07-16,0
8383,CR-IN-APP-08383,Croma Washers H03N9,Croma,Appliances,Washers,Black,L,143248.04,2022-06-23,,1
3725,CR-IN-MOB-03725,Croma Smartphones 3LOG1,Croma,Mobiles,Smartphones,Space Grey,OneSize,76798.59,2022-08-28,,1
4533,CR-IN-CAM-04533,Croma DSLR TLIBI,Croma,Cameras,DSLR,White,XS,25656.68,2025-01-01,,1
10967,CR-IN-CAM-10967,Croma DSLR S9HHN,Croma,Cameras,DSLR,Space Grey,L,174383.11,2023-12-09,,1
807,CR-IN-AUD-00807,Croma Headphones KBN9F,Croma,Audio,Headphones,Silver,S,33150.1,2024-11-14,2025-05-17,0
8554,CR-IN-WEA-08554,Croma Smartwatch L76RJ,Croma,Wearables,Smartwatch,Purple,OneSize,26274.94,2024-06-18,,1
5741,CR-IN-APP-05741,Croma Washers XWA2E,Croma,Appliances,Washers,Green,XL,72373.27,2023-07-06,2023-07-31,0
5738,CR-IN-MOB-05738,Croma Smartphones 4S9H3,Croma,Mobiles,Smartphones,Blue,XL,69549.43,2023-12-25,,1
8212,CR-IN-WEA-08212,Croma Smartwatch D7XQB,Croma,Wearables,Smartwatch,Blue,M,28210.83,2022-09-25,,1
11668,CR-IN-SMA-11668,Croma Smart Lights 8UQKN,Croma,Smart Home,Smart Lights,Silver,XS,2019.01,2024-04-19,,1
11673,CR-IN-LAP-11673,Croma Ultrabooks 45U3Y,Croma,Laptops,Ultrabooks,Blue,XS,41894.25,2024-03-22,,1
4298,CR-IN-SMA-04298,Croma Smart Lights ALJ44,Croma,Smart Home,Smart Lights,Black,S,8289.27,2023-01-26,,1
4004,CR-IN-ACC-04004,Croma Cables JAZAO,Croma,Accessories,Cables,Silver,XL,9341.91,2024-07-06,,1
5513,CR-IN-ACC-05513,Croma Cables 15R7J,Croma,Accessories,Cables,Space Grey,M,3474.0,2023-02-06,2023-03-10,0
6686,CR-IN-LAP-06686,Croma Ultrabooks LC2MG,Croma,Laptops,Ultrabooks,Space Grey,L,200300.14,2024-04-24,,1
11511,CR-IN-LAP-11511,Croma Ultrabooks Y66YY,Croma,Laptops,Ultrabooks,White,S,210519.14,2022-10-24,,1
8405,CR-IN-WEA-08405,Croma Smartwatch BEC2P,Croma,Wearables,Smartwatch,Space Grey,OneSize,21603.23,2023-10-18,,1
8778,CR-IN-SMA-08778,Croma Smart Lights ELQM5,Croma,Smart Home,Smart Lights,Green,L,19687.02,2023-10-13,,1
10326,CR-IN-APP-10326,Croma Washers UL0Y7,Croma,Appliances,Washers,White,M,32562.79,2024-12-09,,1
3861,CR-IN-GAM-03861,Croma Consoles ILWBJ,Croma,Gaming,Consoles,Black,XL,30103.39,2025-04-29,2025-07-12,0
10009,CR-IN-APP-10009,Croma Washers R5958,Croma,Appliances,Washers,Green,XS,90682.94,2023-11-20,,1
3891,CR-IN-GAM-03891,Croma Consoles 88S4F,Croma,Gaming,Consoles,Gold,L,51051.75,2025-05-29,2025-06-02,0
11429,CR-IN-APP-11429,Croma Washers ZC0RN,Croma,Appliances,Washers,Silver,XL,62884.14,2022-08-04,,1
2544,CR-IN-SMA-02544,Croma Smart Lights ZG8B1,Croma,Smart Home,Smart Lights,Silver,M,22999.15,2024-12-15,2025-08-20,0
6542,CR-IN-WEA-06542,Croma Smartwatch MRVOU,Croma,Wearables,Smartwatch,Black,L,50282.27,2022-09-26,,1
961,CR-IN-ACC-00961,Croma Cables AD654,Croma,Accessories,Cables,Red,XL,4500.64,2022-01-16,,1
30,CR-IN-APP-00030,Croma Washers 37F4U,Croma,Appliances,Washers,Black,L,101624.1,2024-12-02,,1
5556,CR-IN-GAM-05556,Croma Consoles B7HTK,Croma,Gaming,Consoles,Blue,S,61891.08,2022-09-10,,1
1122,CR-IN-ACC-01122,Croma Cables Z9QH6,Croma,Accessories,Cables,White,L,8593.17,2023-07-22,,1
10864,CR-IN-MOB-10864,Croma Smartphones J75DB,Croma,Mobiles,Smartphones,Red,L,106606.63,2023-09-27,,1
566,CR-IN-AUD-00566,Croma Headphones KPW7H,Croma,Audio,Headphones,Silver,OneSize,43317.29,2023-08-28,,1
3060,CR-IN-CAM-03060,Croma DSLR RTA2Z,Croma,Cameras,DSLR,Green,XS,184503.1,2022-02-16,,1
9558,CR-IN-ACC-09558,Croma Cables SDXRE,Croma,Accessories,Cables,Red,XS,4077.25,2024-10-03,,1
3660,CR-IN-LAP-03660,Croma Ultrabooks I07SW,Croma,Laptops,Ultrabooks,Blue,XS,185978.7,2024-11-18,,1
11016,CR-IN-SMA-11016,Croma Smart Lights 7MKHT,Croma,Smart Home,Smart Lights,Gold,XS,17069.41,2025-01-17,,1
5367,CR-IN-MOB-05367,Croma Smartphones HT9R5,Croma,Mobiles,Smartphones,Purple,OneSize,112660.66,2022-11-02,2024-05-09,0
7820,CR-IN-GAM-07820,Croma Consoles HTNG7,Croma,Gaming,Consoles,Black,L,74605.98,2025-07-31,,1
5621,CR-IN-APP-05621,Croma Washers G6C1B,Croma,Appliances,Washers,Green,XS,74061.07,2025-04-07,,1
547,CR-IN-WEA-00547,Croma Smartwatch 9GGZD,Croma,Wearables,Smartwatch,Blue,XS,25531.32,2025-06-02,,1
3615,CR-IN-LAP-03615,Croma Ultrabooks QUW29,Croma,Laptops,Ultrabooks,Space Grey,XS,159491.64,2022-07-13,,1
11416,CR-IN-LAP-11416,Croma Ultrabooks ED8N7,Croma,Laptops,Ultrabooks,Silver,XS,110066.13,2025-02-10,,1
11214,CR-IN-MOB-11214,Croma Smartphones MQ3MV,Croma,Mobiles,Smartphones,White,L,81832.73,2024-08-05,,1
5626,CR-IN-LAP-05626,Croma Ultrabooks OWOFM,Croma,Laptops,Ultrabooks,Space Grey,S,140479.09,2025-05-30,,1
