sales_id,sales_date,sales_time,store_id,product_id,customer_id,employee_id,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_type,transaction_id
6737,2025-09-08,16:10:28,13602,17820,3193,13789,1,199200.36,199200.36,0.0,199200.36,WALLET,IN-TXN-20250908-EOZBHQ2L
1287,2025-09-10,14:05:51,18100,5492,8898,14651,2,217027.83,434055.66,43405.57,390650.09,BNPL,IN-TXN-20250910-U2EU6D2K
9153,2025-09-04,20:23:13,1220,13957,20123,9803,2,175507.8,351015.6,17550.78,333464.82,CARD,IN-TXN-20250904-EZYLQTSN
4946,2025-09-09,13:17:14,6330,8270,7741,8495,1,21990.18,21990.18,1099.51,20890.67,CARD,IN-TXN-20250909-BQO97JN6
6539,2025-09-01,14:53:33,20947,6809,408,16885,1,30756.7,30756.7,0.0,30756.7,CARD,IN-TXN-20250901-OET76M54
8690,2025-09-10,13:39:43,20469,718,12528,13171,4,163713.54,654854.16,0.0,654854.16,BNPL,IN-TXN-20250910-DFJ7O0TG
466,2025-09-13,19:32:02,2546,4256,4794,2871,1,13587.42,13587.42,2038.11,11549.31,CASH,IN-TXN-20250913-JPFWYQWX
2267,2025-09-03,11:48:51,10936,427,4350,10748,1,14169.27,14169.27,0.0,14169.27,CASH,IN-TXN-20250903-WVKIQLAD
2373,2025-09-11,11:47:26,20221,18853,15289,17267,1,98282.66,98282.66,4914.13,93368.53,WALLET,IN-TXN-20250911-5CJ0OITB
5354,2025-09-04,10:51:01,4601,20876,9870,4794,1,18334.6,18334.6,0.0,18334.6,WALLET,IN-TXN-20250904-X03L6OCB
3306,2025-09-02,19:49:51,18426,20768,17449,19416,1,64418.37,64418.37,0.0,64418.37,CASH,IN-TXN-20250902-MQFMZSFG
8181,2025-09-06,20:14:15,6424,18006,12473,19086,1,131529.37,131529.37,13152.94,118376.43,BNPL,IN-TXN-20250906-C1N02ZTG
8411,2025-09-03,20:10:00,17739,16574,10655,6142,1,65542.3,65542.3,3277.12,62265.18,WALLET,IN-TXN-20250903-4ZJV7Y87
4741,2025-09-10,18:30:52,18843,16165,17321,7240,1,21832.78,21832.78,2183.28,19649.5,WALLET,IN-TXN-20250910-E33P5WAY
10102,2025-09-12,15:22:59,15369,6795,9985,4114,1,119171.39,119171.39,0.0,119171.39,BNPL,IN-TXN-20250912-JJKUV6I7
4878,2025-09-01,14:24:08,19302,3408,13414,1337,1,37419.7,37419.7,0.0,37419.7,BNPL,IN-TXN-20250901-64C88ZS5
8638,2025-09-06,16:15:06,10967,12423,9878,1795,1,71366.05,71366.05,3568.3,67797.75,UPI,IN-TXN-20250906-T0979CRY
6873,2025-09-02,21:15:51,16151,10840,19274,19659,2,14497.18,28994.36,0.0,28994.36,CASH,IN-TXN-20250902-T647UT3P
11338,2025-09-10,20:54:14,3538,12867,1085,1664,3,107957.69,323873.07,32387.31,291485.76,WALLET,IN-TXN-20250910-Z8L0IUBK
8421,2025-09-10,13:27:06,13930,16424,1961,3844,2,6797.82,13595.64,0.0,13595.64,UPI,IN-TXN-20250910-KT1TMEJL
10815,2025-09-09,13:03:36,3600,6233,5542,3558,2,30750.9,61501.8,3075.09,58426.71,CARD,IN-TXN-20250909-HOGZA75L
41,2025-09-01,12:18:02,19405,2657,19398,5635,1,9208.14,9208.14,0.0,9208.14,UPI,IN-TXN-20250901-NWKYZFN2
2515,2025-09-06,18:16:38,17315,17195,2585,15617,1,12715.67,12715.67,0.0,12715.67,UPI,IN-TXN-20250906-SAB995GB
561,2025-09-01,13:02:53,2487,11349,8559,9168,2,91962.0,183924.0,18392.4,165531.6,CASH,IN-TXN-20250901-FXD4SQID
11074,2025-09-06,14:09:36,2546,5189,12972,20182,1,70463.21,70463.21,0.0,70463.21,BNPL,IN-TXN-20250906-RO2SLCO4
1325,2025-09-12,15:58:32,2472,2158,2303,17474,3,43389.94,130169.82,6508.49,123661.33,UPI,IN-TXN-20250912-33MQKI4A
4147,2025-09-07,12:03:06,2575,2258,15236,12824,1,2206.17,2206.17,330.93,1875.24,CARD,IN-TXN-20250907-X3EMK3WZ
8817,2025-09-09,15:35:21,5113,13939,15230,1681,1,113533.63,113533.63,5676.68,107856.95,CASH,IN-TXN-20250909-EHU14BQG
7042,2025-09-11,15:44:59,5494,4609,15465,11649,1,51678.73,51678.73,0.0,51678.73,BNPL,IN-TXN-20250911-5RTQO33L
7430,2025-09-03,14:14:18,429,6439,18413,7858,1,9084.08,9084.08,454.2,8629.88,WALLET,IN-TXN-20250903-8SOHLKCI
2372,2025-09-08,18:14:19,9540,731,8640,17489,1,58689.7,58689.7,0.0,58689.7,UPI,IN-TXN-20250908-392WOJRD
7669,2025-09-11,14:13:02,20546,20442,7283,10537,1,178387.18,178387.18,8919.36,169467.82,WALLET,IN-TXN-20250911-YR9KQP2Q
11060,2025-09-01,10:40:12,15260,2314,15415,8667,1,47198.63,47198.63,2359.93,44838.7,CASH,IN-TXN-20250901-MUWOBBDG
10166,2025-09-04,18:13:58,14269,6366,115,16279,1,121249.31,121249.31,0.0,121249.31,UPI,IN-TXN-20250904-28ZDFW6M
10900,2025-09-08,14:46:13,17774,17642,7055,1067,1,179583.86,179583.86,0.0,179583.86,UPI,IN-TXN-20250908-A2I7NI64
4342,2025-09-03,19:02:04,13004,20838,8032,9935,1,55332.83,55332.83,0.0,55332.83,CASH,IN-TXN-20250903-QIHKFI6A
247,2025-09-07,19:51:51,16759,4967,629,11019,1,39462.83,39462.83,1973.14,37489.69,UPI,IN-TXN-20250907-VERS2JQZ
3565,2025-09-09,12:28:02,18561,7180,16905,12026,1,25600.0,25600.0,0.0,25600.0,CARD,IN-TXN-20250909-JS4MBSZU
3143,2025-09-12,17:58:07,1725,4410,12251,18864,1,14397.29,14397.29,2159.59,12237.7,BNPL,IN-TXN-20250912-T95559J3
7497,2025-09-11,14:37:31,9756,15748,9375,4054,1,38542.67,38542.67,0.0,38542.67,BNPL,IN-TXN-20250911-833C5O1L
10431,2025-09-10,19:05:04,7644,19823,15087,18061,1,128047.22,128047.22,6402.36,121644.86,CARD,IN-TXN-20250910-2Z6HPQIT
9147,2025-09-12,11:25:37,13109,15265,12149,6682,2,14082.49,28164.98,1408.25,26756.73,CASH,IN-TXN-20250912-D5DZWNCJ
2834,2025-09-07,20:32:56,15480,2910,10867,6010,1,6944.13,6944.13,347.21,6596.92,WALLET,IN-TXN-20250907-UC1KHBG1
7955,2025-09-01,14:01:55,16490,1802,762,4914,1,97427.41,97427.41,4871.37,92556.04,WALLET,IN-TXN-20250901-TII2QE71
6192,2025-09-04,17:56:09,13592,9629,3558,8639,3,4127.75,12383.25,0.0,12383.25,UPI,IN-TXN-20250904-S414AB81
6422,2025-09-08,16:01:33,821,14550,18351,3641,1,249190.46,249190.46,0.0,249190.46,UPI,IN-TXN-20250908-4046P6BY
11212,2025-09-11,18:00:42,13087,7818,6448,3158,1,98730.87,98730.87,0.0,98730.87,WALLET,IN-TXN-20250911-YLYWNHSC
2152,2025-09-08,16:04:14,2705,19743,14020,9466,1,78213.1,78213.1,3910.66,74302.44,CARD,IN-TXN-20250908-F88G35RK
11204,2025-09-10,11:27:46,13408,603,8315,17041,1,52200.26,52200.26,5220.03,46980.23,BNPL,IN-TXN-20250910-CS2K7QVM
9485,2025-09-04,13:43:54,10667,8198,8337,10239,2,42746.39,85492.78,12823.92,72668.86,CASH,IN-TXN-20250904-HL4T569G
10735,2025-09-07,16:45:25,18058,17050,17049,15543,1,49672.1,49672.1,2483.6,47188.5,BNPL,IN-TXN-20250907-L2ZRNE9Y
7602,2025-09-05,14:17:14,17192,15309,1614,2089,3,4126.81,12380.43,0.0,12380.43,WALLET,IN-TXN-20250905-BMOE527T
8014,2025-09-01,19:05:28,10478,6436,2043,11718,2,7849.02,15698.04,0.0,15698.04,UPI,IN-TXN-20250901-JVSXJ5ZH
6605,2025-09-06,12:36:50,13808,18407,7005,905,1,31100.33,31100.33,0.0,31100.33,WALLET,IN-TXN-20250906-HBNYFMJ3
3133,2025-09-12,20:45:40,10230,12385,11315,928,1,16727.83,16727.83,0.0,16727.83,UPI,IN-TXN-20250912-YTN8IRC9
4859,2025-09-02,20:09:39,17035,16998,6964,4304,1,15951.05,15951.05,0.0,15951.05,CASH,IN-TXN-20250902-7AXU78VE
4068,2025-09-08,14:10:52,12089,16654,14498,20600,1,90063.86,90063.86,0.0,90063.86,UPI,IN-TXN-20250908-DJUUZGHJ
8645,2025-09-05,11:12:38,4601,17266,18310,15990,1,18138.46,18138.46,1813.85,16324.61,UPI,IN-TXN-20250905-ZNGCVVWV
7521,2025-09-09,13:20:40,1562,9575,13850,824,2,22805.66,45611.32,2280.57,43330.75,CARD,IN-TXN-20250909-3WKDT6RJ
7370,2025-09-11,13:26:29,3572,19963,15532,671,1,162678.14,162678.14,0.0,162678.14,BNPL,IN-TXN-20250911-BO9K8IUO
7621,2025-09-04,10:48:13,7967,17479,18181,17080,1,18668.83,18668.83,0.0,18668.83,WALLET,IN-TXN-20250904-VC55ZV4H
8390,2025-09-06,15:16:14,3836,15796,14303,8624,1,48716.05,48716.05,4871.61,43844.44,CARD,IN-TXN-20250906-16MFB23A
3422,2025-09-03,19:01:23,5783,16397,18763,5558,1,22147.61,22147.61,0.0,22147.61,BNPL,IN-TXN-20250903-0FT3Z3OF
8872,2025-09-07,18:44:42,3038,7804,20792,9558,1,72279.88,72279.88,0.0,72279.88,WALLET,IN-TXN-20250907-X07OTVWJ
10603,2025-09-05,11:10:47,15960,159,17999,2493,1,113000.79,113000.79,0.0,113000.79,WALLET,IN-TXN-20250905-MUY93PWU
9435,2025-09-13,12:14:31,7029,317,9625,10402,1,37289.56,37289.56,0.0,37289.56,WALLET,IN-TXN-20250913-TPCME9VK
11719,2025-09-06,17:25:40,10826,7535,15402,19904,1,7284.46,7284.46,0.0,7284.46,UPI,IN-TXN-20250906-9OLSW4N7
975,2025-09-02,12:14:11,14629,4541,16036,18310,2,25300.06,50600.12,5060.01,45540.11,CASH,IN-TXN-20250902-LVA4Z681
7631,2025-09-03,21:29:24,2186,13230,88,4163,1,31871.22,31871.22,0.0,31871.22,BNPL,IN-TXN-20250903-ZV9OYHM9
4123,2025-09-05,21:13:49,2164,14026,5156,14260,2,105017.37,210034.74,10501.74,199533.0,UPI,IN-TXN-20250905-6VQ2MKVX
4044,2025-09-03,20:29:54,5565,1754,12054,2468,1,26035.03,26035.03,0.0,26035.03,UPI,IN-TXN-20250903-928PF0JT
1690,2025-09-09,14:31:33,20493,1394,12714,14362,2,64626.46,129252.92,6462.65,122790.27,BNPL,IN-TXN-20250909-24Y2KDKF
8944,2025-09-03,21:02:50,3242,7628,4591,1,2,170879.04,341758.08,17087.9,324670.18,BNPL,IN-TXN-20250903-HSIY9GKD
11986,2025-09-10,13:25:27,14367,7658,797,15616,1,44657.22,44657.22,0.0,44657.22,UPI,IN-TXN-20250910-1SFGP94V
3556,2025-09-05,11:28:29,5353,837,19187,9669,2,17129.55,34259.1,0.0,34259.1,UPI,IN-TXN-20250905-KBE88NPX
5376,2025-09-08,13:01:01,17096,18626,10108,18146,1,7766.04,7766.04,0.0,7766.04,BNPL,IN-TXN-20250908-NUF5PIFO
11176,2025-09-03,12:46:32,14528,3021,7735,13836,2,24756.74,49513.48,0.0,49513.48,CASH,IN-TXN-20250903-GRNFZ5NH
6783,2025-09-05,14:29:00,17014,17223,11371,17853,1,6431.56,6431.56,321.58,6109.98,BNPL,IN-TXN-20250905-ICJH135S
6203,2025-09-07,15:39:19,4373,9408,15699,9262,1,156766.97,156766.97,0.0,156766.97,UPI,IN-TXN-20250907-MMWZBDDB
6033,2025-09-11,12:19:28,14130,14004,20239,445,1,6126.09,6126.09,0.0,6126.09,UPI,IN-TXN-20250911-5N2FYX8Z
9896,2025-09-05,21:16:44,16401,14875,9901,6363,2,8486.36,16972.72,0.0,16972.72,UPI,IN-TXN-20250905-WWUNEA3Q
1249,2025-09-01,11:01:13,16687,11101,7426,13150,1,56775.9,56775.9,2838.8,53937.1,CARD,IN-TXN-20250901-W8KW9WWW
11026,2025-09-05,14:18:03,15883,19877,16298,20945,2,62742.21,125484.42,12548.44,112935.98,UPI,IN-TXN-20250905-P8U5MCC0
1721,2025-09-05,11:58:01,9817,7376,17838,19507,1,41744.79,41744.79,4174.48,37570.31,CARD,IN-TXN-20250905-JYVLC7A9
9990,2025-09-11,12:31:36,326,7965,17265,9273,1,16681.7,16681.7,0.0,16681.7,CASH,IN-TXN-20250911-P6ONCDLI
3444,2025-09-10,12:37:46,20472,7630,7618,11163,1,22247.4,22247.4,0.0,22247.4,CASH,IN-TXN-20250910-W11J131E
4222,2025-09-06,10:08:16,3819,14363,19867,9115,1,4211.99,4211.99,0.0,4211.99,UPI,IN-TXN-20250906-CAIA6JGM
10226,2025-09-11,11:23:04,47,9182,20537,4315,1,61972.44,61972.44,6197.24,55775.2,CASH,IN-TXN-20250911-GFUZCP1P
2374,2025-09-08,12:38:58,19590,17098,2121,933,1,232195.71,232195.71,11609.79,220585.92,BNPL,IN-TXN-20250908-7NPI20JQ
1215,2025-09-08,18:16:03,15437,19096,6541,7161,2,202138.43,404276.86,40427.69,363849.17,UPI,IN-TXN-20250908-7NQ8QJ5C
8525,2025-09-11,13:12:07,18972,20184,9038,18299,1,54763.12,54763.12,0.0,54763.12,CARD,IN-TXN-20250911-06T4P2X0
5171,2025-09-13,16:51:00,17923,12928,858,16621,2,5269.68,10539.36,526.97,10012.39,WALLET,IN-TXN-20250913-CAGO7L0T
9694,2025-09-02,17:48:42,6629,8577,6568,8907,1,241280.62,241280.62,0.0,241280.62,CARD,IN-TXN-20250902-ELTXZGEF
430,2025-09-10,10:29:13,10910,13424,6746,16234,1,141746.2,141746.2,0.0,141746.2,CASH,IN-TXN-20250910-TEOWMOEJ
10778,2025-09-02,16:39:42,6108,11761,8164,8286,1,4986.53,4986.53,498.65,4487.88,CASH,IN-TXN-20250902-XPNI1CX4
2673,2025-09-05,13:30:41,18105,5642,5508,14982,1,56208.34,56208.34,0.0,56208.34,UPI,IN-TXN-20250905-B2VC1T3W
1424,2025-09-08,15:13:36,9377,18777,20513,18329,1,240277.54,240277.54,36041.63,204235.91,CARD,IN-TXN-20250908-RWEL8XMB
1653,2025-09-06,10:07:10,3058,10189,18476,8010,1,11030.95,11030.95,551.55,10479.4,UPI,IN-TXN-20250906-KZ8X6RM1
10972,2025-09-03,20:06:50,853,14219,11521,8681,1,8224.04,8224.04,0.0,8224.04,CARD,IN-TXN-20250903-ZNBW8UU5
1009,2025-09-06,16:44:51,9675,11790,20289,14126,1,78669.74,78669.74,0.0,78669.74,WALLET,IN-TXN-20250906-RD8KH8FT
11633,2025-09-12,11:50:51,2316,9286,19966,2805,2,154575.28,309150.56,0.0,309150.56,BNPL,IN-TXN-20250912-Z54CM0LK
1491,2025-09-13,10:21:39,6242,20268,8309,4423,1,49254.41,49254.41,0.0,49254.41,WALLET,IN-TXN-20250913-TRC6PQEO
7738,2025-09-10,15:22:44,6216,752,5460,1263,1,143492.02,143492.02,14349.2,129142.82,CASH,IN-TXN-20250910-N8WRRRN8
8013,2025-09-11,17:00:07,14460,12812,18644,11951,1,18840.53,18840.53,0.0,18840.53,CASH,IN-TXN-20250911-EWFI5XUZ
6084,2025-09-12,21:15:24,6942,9599,20692,10053,1,62094.83,62094.83,0.0,62094.83,CASH,IN-TXN-20250912-SSIW177H
2300,2025-09-12,21:24:32,15098,19353,5831,3562,1,162389.01,162389.01,0.0,162389.01,CARD,IN-TXN-20250912-5NMMTY95
6168,2025-09-11,14:14:47,15005,14409,15433,5417,1,218681.72,218681.72,0.0,218681.72,CASH,IN-TXN-20250911-34R515EZ
9243,2025-09-04,19:24:18,18020,12104,3422,1068,1,4439.01,4439.01,0.0,4439.01,UPI,IN-TXN-20250904-T8NSLG44
4340,2025-09-09,12:41:24,8813,20979,2314,19977,1,6233.69,6233.69,0.0,6233.69,WALLET,IN-TXN-20250909-PPQQKQQ5
5721,2025-09-10,17:49:42,4478,9775,12740,20599,1,47990.57,47990.57,2399.53,45591.04,WALLET,IN-TXN-20250910-4RQWNTNK
4764,2025-09-04,13:00:22,19206,10732,2901,15213,1,13760.78,13760.78,0.0,13760.78,UPI,IN-TXN-20250904-35L8TRP6
5508,2025-09-07,20:47:19,18129,3898,12705,5861,2,71443.0,142886.0,7144.3,135741.7,WALLET,IN-TXN-20250907-FPO6Q23P
6038,2025-09-09,16:05:57,10064,12642,6796,19158,1,72091.67,72091.67,0.0,72091.67,CASH,IN-TXN-20250909-ZVVMTX3G
4645,2025-09-05,11:17:28,7837,3060,2065,13104,1,15007.6,15007.6,0.0,15007.6,CASH,IN-TXN-20250905-CKM8DLT0
5100,2025-09-02,20:54:14,4866,1872,6792,20806,1,111970.07,111970.07,11197.01,100773.06,BNPL,IN-TXN-20250902-UVPBM5SS
7851,2025-09-05,21:04:49,14542,18945,15829,4397,1,910.4,910.4,0.0,910.4,BNPL,IN-TXN-20250905-F6DFF0FH
9635,2025-09-02,12:07:20,15576,4661,9824,294,1,105132.43,105132.43,0.0,105132.43,WALLET,IN-TXN-20250902-U5LQLNRV
3275,2025-09-05,17:01:10,20123,10541,4349,75,1,182578.66,182578.66,0.0,182578.66,BNPL,IN-TXN-20250905-QK5HEC2D
431,2025-09-08,19:42:32,11308,12889,19927,12996,2,19386.51,38773.02,3877.3,34895.72,CASH,IN-TXN-20250908-TWWGKKG8
5795,2025-09-04,16:34:24,11195,19446,3958,197,1,55817.24,55817.24,0.0,55817.24,WALLET,IN-TXN-20250904-DEGDLL8R
8485,2025-09-13,14:59:43,11808,18803,1933,20372,2,30441.46,60882.92,3044.15,57838.77,CARD,IN-TXN-20250913-NYRONKRS
4,2025-09-06,14:24:14,19417,18521,14160,3192,1,2412.14,2412.14,241.21,2170.93,WALLET,IN-TXN-20250906-CA38LNQ8
11572,2025-09-05,14:35:31,19,3585,18833,17811,1,14032.12,14032.12,0.0,14032.12,BNPL,IN-TXN-20250905-R1EEGP6F
3533,2025-09-13,11:26:00,14988,1891,10319,16123,2,33915.19,67830.38,0.0,67830.38,CARD,IN-TXN-20250913-5M8ZY39A
10202,2025-09-08,19:40:43,9562,17707,1121,9848,2,133605.86,267211.72,0.0,267211.72,CASH,IN-TXN-20250908-3TGO586S
7219,2025-09-04,20:20:52,18409,11215,15420,9201,1,5774.35,5774.35,0.0,5774.35,WALLET,IN-TXN-20250904-10NCKRU7
9536,2025-09-13,16:57:39,3906,4051,6513,12176,1,57611.95,57611.95,0.0,57611.95,UPI,IN-TXN-20250913-ZO98TU3M
9033,2025-09-03,15:45:31,13272,7527,4344,7076,1,29393.27,29393.27,0.0,29393.27,UPI,IN-TXN-20250903-W1GMGHGD
5703,2025-09-12,11:44:49,6938,15773,11374,12318,1,39477.45,39477.45,0.0,39477.45,WALLET,IN-TXN-20250912-YJEM34FH
3350,2025-09-10,21:00:44,2116,10895,3756,15367,1,159462.21,159462.21,0.0,159462.21,CASH,IN-TXN-20250910-9N3UZPK3
10508,2025-09-03,16:32:11,20147,16201,14877,11464,4,2879.76,11519.04,1151.9,10367.14,CARD,IN-TXN-20250903-71GZD6QG
3887,2025-09-02,11:07:30,2909,4613,1976,8358,2,18206.99,36413.98,0.0,36413.98,CARD,IN-TXN-20250902-WELE23S5
7227,2025-09-13,14:17:05,14136,19380,3450,18037,1,14093.36,14093.36,0.0,14093.36,BNPL,IN-TXN-20250913-1INUZYJA
11183,2025-09-06,17:26:15,646,16940,6866,14886,1,175252.04,175252.04,17525.2,157726.84,CARD,IN-TXN-20250906-C7LFT7A5
35,2025-09-01,14:25:14,13828,3731,20978,3862,1,1309.5,1309.5,0.0,1309.5,BNPL,IN-TXN-20250901-PB72WHCI
8029,2025-09-11,17:40:12,10215,7275,9189,2324,1,187181.2,187181.2,28077.18,159104.02,WALLET,IN-TXN-20250911-L49QQQK3
471,2025-09-02,18:35:05,4783,16693,16089,9235,1,32374.99,32374.99,1618.75,30756.24,UPI,IN-TXN-20250902-UWEMY0RI
3686,2025-09-06,12:10:47,10713,14592,7894,19394,1,225900.19,225900.19,11295.01,214605.18,UPI,IN-TXN-20250906-XOXUV8FR
1659,2025-09-13,14:13:58,17947,8880,19438,3335,4,22597.08,90388.32,9038.83,81349.49,UPI,IN-TXN-20250913-2TQ4CQ0Y
3058,2025-09-07,15:36:57,13961,15158,4436,10276,3,110568.29,331704.87,16585.24,315119.63,CARD,IN-TXN-20250907-MBHFPKK5
3957,2025-09-13,17:08:18,6760,2283,1192,17903,1,4354.88,4354.88,0.0,4354.88,WALLET,IN-TXN-20250913-WTFPRE08
10545,2025-09-12,13:25:46,11301,18702,20025,16936,1,234875.04,234875.04,11743.75,223131.29,CASH,IN-TXN-20250912-R03TEABA
6810,2025-09-10,17:04:52,15014,13973,10663,4424,1,20662.74,20662.74,0.0,20662.74,UPI,IN-TXN-20250910-QXNMNJGO
10746,2025-09-02,15:33:45,1654,3793,16280,7537,1,1798.07,1798.07,179.81,1618.26,WALLET,IN-TXN-20250902-PZ3O1EHG
9189,2025-09-02,11:18:24,4486,776,747,18109,1,29279.11,29279.11,0.0,29279.11,CASH,IN-TXN-20250902-4M16BVH2
3584,2025-09-03,19:38:04,17006,6625,3785,17144,1,84881.06,84881.06,0.0,84881.06,BNPL,IN-TXN-20250903-ELHRR4VG
10948,2025-09-06,18:52:55,17629,20659,3595,19387,1,850.01,850.01,85.0,765.01,CARD,IN-TXN-20250906-3W5UCIKA
7030,2025-09-01,13:28:35,14238,15226,1894,5462,1,52184.31,52184.31,0.0,52184.31,BNPL,IN-TXN-20250901-CMAXNMLX
5544,2025-09-06,11:32:54,11690,19177,6465,13828,1,19950.29,19950.29,997.51,18952.78,CASH,IN-TXN-20250906-3BJ2N1OK
6191,2025-09-06,13:58:02,13749,13591,1207,17756,1,13316.97,13316.97,0.0,13316.97,CARD,IN-TXN-20250906-ZWBPXI3Z
9515,2025-09-03,15:26:31,13514,4578,3837,4756,1,137040.73,137040.73,0.0,137040.73,BNPL,IN-TXN-20250903-756JSVJS
8566,2025-09-08,18:13:48,19481,14149,19282,10422,1,105528.61,105528.61,5276.43,100252.18,WALLET,IN-TXN-20250908-M3NXZRV8
96,2025-09-10,10:03:06,19084,18304,7676,6716,1,13122.0,13122.0,656.1,12465.9,UPI,IN-TXN-20250910-ATDONHRJ
6232,2025-09-10,13:28:04,9265,10790,4357,20346,2,14089.52,28179.04,0.0,28179.04,BNPL,IN-TXN-20250910-FDS70HID
6814,2025-09-05,19:58:58,19326,13324,11777,7490,1,3390.53,3390.53,169.53,3221.0,UPI,IN-TXN-20250905-8I5XIFBL
10260,2025-09-08,18:26:35,5602,18610,16991,4806,3,18675.26,56025.78,5602.58,50423.2,UPI,IN-TXN-20250908-R076X6E8
43,2025-09-10,13:36:35,13309,8515,6818,20278,1,14938.58,14938.58,0.0,14938.58,CASH,IN-TXN-20250910-GEMSW9IL
4098,2025-09-12,19:54:53,8114,18008,13572,14604,1,210335.56,210335.56,10516.78,199818.78,CARD,IN-TXN-20250912-NQ6XYP16
3092,2025-09-01,19:27:15,19939,18200,14499,913,2,7642.08,15284.16,764.21,14519.95,UPI,IN-TXN-20250901-7FDM1GQP
4280,2025-09-10,16:22:43,17406,7083,18199,20959,1,20099.94,20099.94,0.0,20099.94,CASH,IN-TXN-20250910-0E9QAIY3
4877,2025-09-05,16:27:25,5202,17865,12162,19618,1,33884.19,33884.19,0.0,33884.19,CARD,IN-TXN-20250905-Q49S3EDX
9035,2025-09-09,13:29:39,8668,4232,20325,1886,1,99124.03,99124.03,14868.6,84255.43,BNPL,IN-TXN-20250909-8PSR0VFW
4143,2025-09-01,12:43:45,7390,10099,8358,15726,1,27613.97,27613.97,4142.1,23471.87,CASH,IN-TXN-20250901-NOXINCAF
3414,2025-09-12,19:23:24,15393,20880,2798,9600,1,54939.23,54939.23,0.0,54939.23,WALLET,IN-TXN-20250912-J0S1SP4J
9463,2025-09-02,18:27:41,8109,14106,6379,758,1,175629.19,175629.19,8781.46,166847.73,CASH,IN-TXN-20250902-DN4698AT
9676,2025-09-10,18:06:46,18752,4772,2954,5169,2,192811.66,385623.32,0.0,385623.32,UPI,IN-TXN-20250910-CQ2L8F8M
6332,2025-09-12,14:12:04,4705,11013,15427,15434,1,103083.69,103083.69,5154.18,97929.51,BNPL,IN-TXN-20250912-P2HRXGOT
900,2025-09-04,18:03:02,15853,6,10536,15842,1,81655.1,81655.1,4082.76,77572.34,CASH,IN-TXN-20250904-XB22VIEP
1672,2025-09-11,18:55:30,18708,18731,19867,6827,1,56453.67,56453.67,0.0,56453.67,BNPL,IN-TXN-20250911-TYGN7TW0
4536,2025-09-09,14:57:44,10667,7391,1322,15237,1,114718.74,114718.74,0.0,114718.74,CARD,IN-TXN-20250909-HRFMMM0M
11870,2025-09-11,10:32:32,5713,141,4711,9121,1,23063.36,23063.36,1153.17,21910.19,CASH,IN-TXN-20250911-X73KXEFU
8266,2025-09-02,17:11:50,4380,17581,5345,4696,1,2774.27,2774.27,0.0,2774.27,BNPL,IN-TXN-20250902-PNRF5RNK
2785,2025-09-03,17:12:24,4193,18564,12524,9430,1,88189.8,88189.8,0.0,88189.8,BNPL,IN-TXN-20250903-ZEQUROU1
9319,2025-09-03,16:34:53,5092,19451,5249,7582,1,20020.41,20020.41,1001.02,19019.39,CARD,IN-TXN-20250903-6RIFHUX9
6839,2025-09-11,20:43:49,1179,729,9477,7555,2,17340.12,34680.24,0.0,34680.24,WALLET,IN-TXN-20250911-KUTSW4GF
3945,2025-09-09,10:09:02,11314,20407,18610,3858,1,11802.78,11802.78,0.0,11802.78,CARD,IN-TXN-20250909-AG1F4R0J
9004,2025-09-03,18:11:45,5969,20766,12285,3360,1,22292.54,22292.54,1114.63,21177.91,CARD,IN-TXN-20250903-I89PHS9A
8008,2025-09-09,15:08:13,9664,17972,19630,9559,1,15888.01,15888.01,1588.8,14299.21,CASH,IN-TXN-20250909-KAXN6JNA
1274,2025-09-06,11:19:08,1823,10392,7153,2388,4,8060.65,32242.6,0.0,32242.6,CASH,IN-TXN-20250906-B4EFXDAZ
5836,2025-09-05,16:33:24,5228,2808,18384,8390,2,58808.74,117617.48,0.0,117617.48,BNPL,IN-TXN-20250905-G506U7XW
10983,2025-09-02,11:13:19,15206,13692,17803,220,4,15947.21,63788.84,0.0,63788.84,UPI,IN-TXN-20250902-CQD8D9J8
7492,2025-09-03,12:57:54,7240,6349,1048,19196,1,5506.64,5506.64,0.0,5506.64,WALLET,IN-TXN-20250903-EGELH8MB
11720,2025-09-11,13:07:08,2928,11023,11843,5200,1,178971.94,178971.94,0.0,178971.94,BNPL,IN-TXN-20250911-EFK0HWIE
4810,2025-09-03,20:29:48,20390,5330,18735,10921,1,42478.63,42478.63,0.0,42478.63,CASH,IN-TXN-20250903-SJ08UPL7
2899,2025-09-12,11:30:00,1057,11346,18092,823,1,2493.64,2493.64,124.68,2368.96,BNPL,IN-TXN-20250912-5ZAI9RAV
2051,2025-09-12,10:26:10,1390,12356,10347,12100,1,11310.76,11310.76,0.0,11310.76,BNPL,IN-TXN-20250912-U72MM7R9
3701,2025-09-03,19:18:48,15260,2345,11983,16208,1,68138.05,68138.05,3406.9,64731.15,WALLET,IN-TXN-20250903-R8KX4749
11019,2025-09-04,20:57:18,14673,13774,8590,1297,1,9595.64,9595.64,479.78,9115.86,UPI,IN-TXN-20250904-9YUIBT2C
804,2025-09-09,16:28:43,16858,362,4688,19547,1,55397.48,55397.48,2769.87,52627.61,CASH,IN-TXN-20250909-HJDTVF9T
11652,2025-09-04,13:35:12,20472,10945,20684,9601,3,60663.51,181990.53,0.0,181990.53,BNPL,IN-TXN-20250904-5JBXEKHS
