inventory_id,snapshot_date,store_id,product_id,on_hand_qty,on_order_qty,reorder_point,unit_cost
13128,2025-09-20,1162,826,70,9,15,199.0
13129,2025-09-20,9636,4416,29,15,15,199.0
13130,2025-09-20,7235,14816,77,21,15,199.0
13131,2025-09-20,13944,11066,69,12,15,199.0
13132,2025-09-20,6630,5854,32,20,15,199.0
13133,2025-09-20,8642,12368,75,13,15,199.0
13134,2025-09-20,16710,8086,43,14,15,199.0
13135,2025-09-20,10542,7036,74,0,15,199.0
13136,2025-09-20,19475,6882,93,1,15,199.0
13137,2025-09-20,8376,7595,38,22,15,199.0
13138,2025-09-20,9855,18543,69,18,15,199.0
13139,2025-09-20,2798,11059,65,17,15,199.0
13140,2025-09-20,5507,3074,37,21,15,209.64
13141,2025-09-20,4372,4851,68,14,15,199.0
13142,2025-09-20,6030,7957,67,13,15,199.0
13143,2025-09-20,10961,633,22,12,15,199.0
13144,2025-09-20,10230,328,31,13,15,199.0
13145,2025-09-20,17031,13057,64,12,15,199.0
13146,2025-09-20,19193,204,42,14,15,199.0
13147,2025-09-20,19751,10281,60,9,15,199.0
13148,2025-09-20,5588,14410,73,16,15,199.0
13149,2025-09-20,18095,9007,66,15,15,199.0
13150,2025-09-20,9306,5473,58,4,15,199.0
13151,2025-09-20,18077,1304,42,6,15,199.0
13152,2025-09-20,2721,270,61,4,15,199.0
13153,2025-09-20,7573,3294,79,7,15,199.0
13154,2025-09-20,6224,9684,86,5,15,199.0
13155,2025-09-20,6792,15938,58,12,15,199.0
13156,2025-09-20,5837,14725,86,6,15,199.0
13157,2025-09-20,15378,14162,94,10,15,199.0
13158,2025-09-20,3196,16316,80,13,15,252.52
13159,2025-09-20,1684,13773,41,0,15,199.0
13160,2025-09-20,20856,13529,52,12,15,199.0
13161,2025-09-20,7239,14875,57,10,15,199.0
13162,2025-09-20,4513,201,23,0,15,199.0
13163,2025-09-20,3597,12900,33,13,15,199.0
13164,2025-09-20,15275,2653,96,4,15,199.0
13165,2025-09-20,6444,1947,56,19,15,199.0
13166,2025-09-20,2291,3733,80,12,15,199.0
13167,2025-09-20,5312,6129,60,7,15,199.0
13168,2025-09-20,330,15834,60,15,15,199.0
13169,2025-09-20,16584,12226,91,19,15,199.0
13170,2025-09-20,10065,3082,80,4,15,199.0
13171,2025-09-20,17544,2215,53,21,15,199.0
13172,2025-09-20,4986,4607,65,13,15,199.0
13173,2025-09-20,13049,16839,80,21,15,199.0
13174,2025-09-20,14764,20804,35,12,15,199.0
13175,2025-09-20,8178,3391,60,14,15,199.0
13176,2025-09-20,269,10669,25,9,15,199.0
13177,2025-09-20,18582,3103,41,10,15,199.0
13178,2025-09-20,5734,17861,32,19,15,199.0
13179,2025-09-20,883,19466,68,8,15,199.0
13180,2025-09-20,5788,14129,40,6,15,199.0
13181,2025-09-20,808,12925,47,21,15,199.0
13182,2025-09-20,18093,10127,51,11,15,199.0
13183,2025-09-20,11258,14867,47,16,15,199.0
13184,2025-09-20,8647,1167,77,10,15,199.0
13185,2025-09-20,4952,14576,40,21,15,199.0
13186,2025-09-20,13756,18342,91,6,15,199.0
13187,2025-09-20,10123,1593,45,13,15,199.0
13188,2025-09-20,17127,8303,58,21,15,199.0
13189,2025-09-20,3080,10861,61,9,15,211.37
13190,2025-09-20,5349,12153,67,1,15,199.0
13191,2025-09-20,4530,7590,59,15,15,251.09
13192,2025-09-20,15446,3026,37,9,15,199.0
13193,2025-09-20,7797,1244,40,17,15,199.0
13194,2025-09-20,3773,20165,34,8,15,269.41
13195,2025-09-20,11467,19981,52,11,15,199.0
13196,2025-09-20,3784,1014,54,18,15,199.0
13197,2025-09-20,10804,11793,46,11,15,199.0
13198,2025-09-20,7243,868,100,6,15,199.0
13199,2025-09-20,1922,12450,70,16,15,248.2
13200,2025-09-20,4100,20729,78,18,15,199.0
13201,2025-09-20,15307,14309,65,2,15,199.0
13202,2025-09-20,396,12810,60,13,15,199.0
13203,2025-09-20,4524,1835,35,14,15,199.0
13204,2025-09-20,1135,8197,68,13,15,199.0
13205,2025-09-20,298,1,54,7,15,199.0
13206,2025-09-20,287,16446,66,5,15,199.0
13207,2025-09-20,13364,11416,27,15,15,199.0
13208,2025-09-20,2121,15786,63,14,15,199.0
13209,2025-09-20,18926,18898,79,27,15,199.0
13210,2025-09-20,4028,19835,57,20,15,199.0
13211,2025-09-20,9185,11588,37,15,15,199.0
13212,2025-09-20,15904,178,32,2,15,199.0
13213,2025-09-20,19974,18250,57,29,15,199.0
13214,2025-09-20,9897,17822,58,8,15,199.0
13215,2025-09-20,2737,19083,36,11,15,199.0
13216,2025-09-20,17781,9656,55,17,15,199.0
13217,2025-09-20,19550,7974,70,0,15,199.0
13218,2025-09-20,16295,6558,33,6,15,199.0
13219,2025-09-20,2183,19944,63,5,15,199.0
13220,2025-09-20,18986,4176,43,11,15,199.0
13221,2025-09-20,6202,10777,20,0,15,199.0
13222,2025-09-20,20073,13722,56,3,15,199.0
13223,2025-09-20,10667,2669,62,20,15,199.0
13224,2025-09-20,2048,5886,33,10,15,199.0
13225,2025-09-20,16062,9275,51,14,15,199.0
13226,2025-09-20,5891,12931,76,9,15,199.0
13227,2025-09-20,5471,1384,70,10,15,199.0
13228,2025-09-20,6395,7869,38,8,15,199.0
13229,2025-09-20,2166,11364,91,16,15,199.0
13230,2025-09-20,2403,16005,49,12,15,199.0
13231,2025-09-20,5133,15481,63,21,15,199.0
13232,2025-09-20,15221,16027,39,17,15,199.0
13233,2025-09-20,19422,10129,32,8,15,199.0
13234,2025-09-20,14828,19243,75,16,15,199.0
13235,2025-09-20,19011,16326,56,17,15,199.0
13236,2025-09-20,4926,20442,19,6,15,199.0
13237,2025-09-20,18231,12031,53,18,15,199.0
13238,2025-09-20,19693,3871,69,9,15,199.0
13239,2025-09-20,4415,14219,49,14,15,199.0
13240,2025-09-20,4031,1866,58,17,15,199.0
13241,2025-09-20,3084,14432,44,25,15,199.0
13242,2025-09-20,19434,20889,65,14,15,199.0
13243,2025-09-20,10926,3307,62,3,15,199.0
13244,2025-09-20,10696,20992,47,13,15,255.93
13245,2025-09-20,5400,5116,55,10,15,199.0
13246,2025-09-20,4776,17359,23,10,15,199.0
13247,2025-09-20,16367,5551,20,15,15,199.0
13248,2025-09-20,4676,2840,65,13,15,199.0
13249,2025-09-20,2326,2179,70,12,15,199.0
13250,2025-09-20,3212,17231,78,15,15,199.0
13251,2025-09-20,14951,6217,54,3,15,199.0
13252,2025-09-20,6904,7169,82,15,15,199.0
13253,2025-09-20,792,20505,52,12,15,199.0
13254,2025-09-20,4820,10234,74,22,15,199.0
13255,2025-09-20,13629,13804,69,7,15,199.0
13256,2025-09-20,563,1012,80,5,15,199.0
13257,2025-09-20,20259,17529,91,16,15,199.0
13258,2025-09-20,7415,17514,66,16,15,199.0
13259,2025-09-20,7987,15304,29,15,15,199.0
13260,2025-09-20,4937,2984,79,10,15,199.0
13261,2025-09-20,19370,16988,59,17,15,199.0
13262,2025-09-20,7588,19207,79,9,15,199.0
13263,2025-09-20,6617,16052,76,15,15,199.0
13264,2025-09-20,1051,11649,14,15,15,199.0
13265,2025-09-20,1858,8558,35,12,15,199.0
13266,2025-09-20,2651,15768,69,13,15,199.0
13267,2025-09-20,20935,17762,59,2,15,199.0
13268,2025-09-20,6230,5447,47,11,15,199.0
13269,2025-09-20,16312,9848,64,9,15,199.0
13270,2025-09-20,12042,1769,47,10,15,199.0
13271,2025-09-20,11419,4737,36,8,15,199.0
13272,2025-09-20,3999,17616,54,17,15,199.0
13273,2025-09-20,4561,15581,57,12,15,199.0
13274,2025-09-20,12067,6251,17,9,15,199.0
13275,2025-09-20,14848,8160,58,13,15,199.0
13276,2025-09-20,2332,555,80,15,15,199.0
13277,2025-09-20,9925,6886,65,9,15,199.0
13278,2025-09-20,18439,3871,47,10,15,199.0
13279,2025-09-20,8349,17493,95,13,15,199.0
13280,2025-09-20,953,2278,53,15,15,199.0
13281,2025-09-20,1136,1331,50,7,15,199.0
13282,2025-09-20,20378,14025,61,11,15,199.0
13283,2025-09-20,9068,1385,63,10,15,199.0
13284,2025-09-20,18285,14737,42,21,15,199.0
13285,2025-09-20,6372,17017,41,0,15,199.0
13286,2025-09-20,14522,7885,80,4,15,613.67
13287,2025-09-20,15789,18920,80,14,15,199.0
13288,2025-09-20,7878,12607,102,9,15,199.0
13289,2025-09-20,12309,12817,45,11,15,199.0
13290,2025-09-20,7371,10056,46,16,15,199.0
13291,2025-09-20,4537,10706,102,10,15,199.0
13292,2025-09-20,19322,1872,37,12,15,199.0
13293,2025-09-20,2069,20867,75,10,15,199.0
13294,2025-09-20,2204,13274,50,9,15,199.0
13295,2025-09-20,278,13034,48,6,15,199.0
13296,2025-09-20,6626,4972,61,6,15,199.0
13297,2025-09-20,4146,3495,94,19,15,199.0
13298,2025-09-20,6916,12298,38,14,15,199.0
13299,2025-09-20,5127,8564,66,12,15,199.0
13300,2025-09-20,7175,1638,78,6,15,199.0
13301,2025-09-20,4836,8237,47,11,15,208.09
13302,2025-09-20,10702,14085,71,8,15,199.0
13303,2025-09-20,19982,17520,47,11,15,199.0
13304,2025-09-20,11826,9835,84,7,15,199.0
13305,2025-09-20,8174,12737,82,15,15,199.0
13306,2025-09-20,248,7703,73,23,15,199.0
13307,2025-09-20,12676,11913,89,17,15,199.0
13308,2025-09-20,11374,1694,30,11,15,199.0
13309,2025-09-20,5855,1261,86,11,15,199.0
13310,2025-09-20,13901,12880,72,9,15,199.0
13311,2025-09-20,1375,8642,10,0,15,211.04
13312,2025-09-20,15464,5012,105,17,15,199.0
13313,2025-09-20,14076,9822,57,5,15,199.0
13314,2025-09-20,11554,8628,58,17,15,199.0
13315,2025-09-20,20510,1422,80,24,15,199.0
13316,2025-09-20,12654,5303,42,10,15,199.0
13317,2025-09-20,19141,3049,108,10,15,199.0
13318,2025-09-20,10497,18646,54,23,15,199.0
13319,2025-09-20,10282,13772,115,10,15,199.0
13320,2025-09-20,20133,5838,46,11,15,199.0
13321,2025-09-20,7592,6912,42,14,15,199.0
13322,2025-09-20,10372,8157,86,11,15,199.0
13323,2025-09-20,2531,9150,63,9,15,199.0
13324,2025-09-20,311,19933,70,11,15,199.0
13325,2025-09-20,6961,18074,70,1,15,199.0
13326,2025-09-20,15115,20603,34,12,15,199.0
13327,2025-09-20,18884,2161,65,8,15,199.0
13328,2025-09-20,15061,20348,49,21,15,199.0
13329,2025-09-20,10547,4206,47,18,15,199.0
13330,2025-09-20,9644,5023,40,21,15,199.0
13331,2025-09-20,3662,12230,76,14,15,199.0
13332,2025-09-20,9440,13824,58,13,15,199.0
13333,2025-09-20,15583,19905,51,9,15,199.0
13334,2025-09-20,11590,15610,19,13,15,277.28
13335,2025-09-20,13614,10635,60,25,15,199.0
13336,2025-09-20,18021,12061,42,17,15,199.0
13337,2025-09-20,561,10414,108,12,15,262.81
13338,2025-09-20,3403,18881,78,8,15,199.0
13339,2025-09-20,20548,17439,16,13,15,199.0
13340,2025-09-20,9297,17473,80,0,15,199.0
13341,2025-09-20,4304,14515,76,9,15,199.0
13342,2025-09-20,12457,213,66,5,15,199.0
13343,2025-09-20,20824,13175,59,13,15,384.59
13344,2025-09-20,5525,15251,52,18,15,199.0
13345,2025-09-20,18482,20052,81,18,15,199.0
13346,2025-09-20,15246,3824,69,17,15,199.0
13347,2025-09-20,164,13038,93,13,15,199.0
13348,2025-09-20,14477,6428,21,12,15,199.0
13349,2025-09-20,20070,12013,64,14,15,199.0
13350,2025-09-20,19183,10166,82,18,15,199.0
13351,2025-09-20,11387,5958,39,16,15,199.0
13352,2025-09-20,2135,12432,34,3,15,199.0
13353,2025-09-20,8959,8615,53,19,15,199.0
13354,2025-09-20,4845,3964,45,22,15,199.0
13355,2025-09-20,7966,4621,19,22,15,199.0
13356,2025-09-20,6376,14326,28,19,15,199.0
13357,2025-09-20,1631,879,59,16,15,216.02
13358,2025-09-20,14365,20100,48,11,15,199.0
13359,2025-09-20,14124,17594,54,12,15,199.0
13360,2025-09-20,16825,14504,48,13,15,199.0
13361,2025-09-20,3552,18770,88,9,15,199.0
13362,2025-09-20,17080,9147,32,9,15,199.0
13363,2025-09-20,1151,499,41,7,15,199.0
13364,2025-09-20,12785,1322,79,18,15,199.0
13365,2025-09-20,19324,11502,67,9,15,199.0
13366,2025-09-20,19562,6381,54,3,15,199.0
13367,2025-09-20,15208,9818,27,9,15,199.0
13368,2025-09-20,13611,10782,101,8,15,199.0
13369,2025-09-20,7204,12183,38,18,15,199.0
13370,2025-09-20,591,5880,91,8,15,199.0
13371,2025-09-20,10678,4063,21,9,15,199.0
13372,2025-09-20,11424,1038,58,12,15,199.0
13373,2025-09-20,19759,15084,79,5,15,199.0
13374,2025-09-20,18280,16065,90,14,15,199.0
13375,2025-09-20,18904,20283,96,12,15,199.0
13376,2025-09-20,8024,20041,42,13,15,199.0
13377,2025-09-20,1431,16254,75,2,15,199.0
13378,2025-09-20,11284,18074,29,1,15,199.0
13379,2025-09-20,17773,13906,58,1,15,199.0
13380,2025-09-20,3551,16116,69,17,15,343.8
13381,2025-09-20,6034,10105,72,20,15,199.0
13382,2025-09-20,12435,2513,59,14,15,199.0
13383,2025-09-20,10145,3852,57,10,15,199.0
13384,2025-09-20,9302,9664,68,7,15,199.0
13385,2025-09-20,12043,3640,59,18,15,199.0
13386,2025-09-20,18720,13023,68,20,15,199.0
13387,2025-09-20,10406,2508,53,12,15,199.0
13388,2025-09-20,9907,6446,67,9,15,325.27
13389,2025-09-20,9044,16075,54,25,15,199.0
13390,2025-09-20,11526,20967,30,26,15,199.0
13391,2025-09-20,3992,13909,39,18,15,199.0
13392,2025-09-20,9350,7222,95,10,15,199.0
13393,2025-09-20,18793,11678,55,18,15,199.0
13394,2025-09-20,3888,13041,20,22,15,199.0
13395,2025-09-20,19701,5301,34,16,15,199.0
13396,2025-09-20,10396,8482,47,11,15,199.0
13397,2025-09-20,10205,18574,69,14,15,199.0
13398,2025-09-20,5857,10894,61,14,15,199.0
13399,2025-09-20,5018,9885,27,12,15,199.0
13400,2025-09-20,174,15257,58,16,15,199.0
13401,2025-09-20,11857,19718,83,7,15,199.0
13402,2025-09-20,8793,4697,62,6,15,199.0
13403,2025-09-20,16412,14432,26,4,15,199.0
13404,2025-09-20,16289,13867,25,24,15,199.0
13405,2025-09-20,5714,11009,57,8,15,199.0
13406,2025-09-20,4112,2474,46,23,15,199.0
13407,2025-09-20,3357,10526,75,5,15,199.0
13408,2025-09-20,5269,19605,48,15,15,199.0
13409,2025-09-20,1021,12765,66,16,15,199.0
13410,2025-09-20,13333,16243,59,17,15,199.0
13411,2025-09-20,8596,6144,107,10,15,199.0
13412,2025-09-20,20967,20901,61,1,15,199.0
13413,2025-09-20,6867,16870,101,9,15,199.0
13414,2025-09-20,19280,15389,37,9,15,199.0
13415,2025-09-20,18697,14602,64,5,15,199.0
13416,2025-09-20,19879,11089,58,7,15,199.0
13417,2025-09-20,20755,13750,45,11,15,199.0
13418,2025-09-20,13447,12956,34,7,15,199.0
13419,2025-09-20,8578,7131,83,20,15,199.0
13420,2025-09-20,12217,5076,9,7,15,199.0
13421,2025-09-20,18415,5339,42,21,15,199.0
13422,2025-09-20,12395,4978,41,11,15,199.0
13423,2025-09-20,20424,5576,36,15,15,199.0
13424,2025-09-20,1828,20953,67,17,15,199.0
13425,2025-09-20,7195,12308,73,5,15,199.0
13426,2025-09-20,10056,13209,60,10,15,199.0
13427,2025-09-20,4743,5319,46,10,15,199.0
13428,2025-09-20,8017,1521,60,20,15,199.0
13429,2025-09-20,19538,16360,42,0,15,199.0
13430,2025-09-20,13507,10495,93,10,15,199.0
13431,2025-09-20,9017,13137,58,9,15,199.0
13432,2025-09-20,11365,8019,58,18,15,199.0
13433,2025-09-20,4865,20965,25,11,15,199.0
13434,2025-09-20,4582,16424,68,9,15,199.0
13435,2025-09-20,12356,15320,50,1,15,199.0
13436,2025-09-20,11557,3694,34,16,15,199.0
13437,2025-09-20,7239,8923,87,3,15,199.0
13438,2025-09-20,653,15741,65,4,15,199.0
13439,2025-09-20,18977,16233,69,13,15,199.0
13440,2025-09-20,10226,493,82,15,15,199.0
13441,2025-09-20,5457,15093,33,18,15,199.0
13442,2025-09-20,889,2370,102,14,15,199.0
13443,2025-09-20,5597,6240,50,0,15,199.0
13444,2025-09-20,1820,15214,73,24,15,199.0
13445,2025-09-20,14158,4659,38,4,15,199.0
13446,2025-09-20,19967,16825,27,10,15,299.52
13447,2025-09-20,7520,17843,77,13,15,199.0
13448,2025-09-20,19996,12023,27,9,15,199.0
13449,2025-09-20,9291,5506,44,10,15,199.0
13450,2025-09-20,9124,17298,37,17,15,199.0
13451,2025-09-20,13780,9641,49,3,15,199.0
13452,2025-09-20,15807,11993,51,3,15,199.0
13453,2025-09-20,18631,10377,105,8,15,226.16
13454,2025-09-20,8358,14249,65,22,15,199.0
13455,2025-09-20,10471,19567,41,8,15,199.0
13456,2025-09-20,19792,11410,52,16,15,199.0
13457,2025-09-20,9042,3463,34,6,15,199.0
13458,2025-09-20,16256,2433,100,14,15,199.0
13459,2025-09-20,10992,1678,66,9,15,199.0
13460,2025-09-20,18677,12457,52,18,15,199.0
13461,2025-09-20,18801,2418,58,13,15,199.0
13462,2025-09-20,20899,2567,39,13,15,199.0
13463,2025-09-20,7857,19950,47,11,15,199.0
13464,2025-09-20,1968,15683,42,1,15,199.0
13465,2025-09-20,18183,14658,63,8,15,199.0
13466,2025-09-20,11608,16587,72,19,15,199.0
13467,2025-09-20,17458,11231,67,26,15,199.0
13468,2025-09-20,13597,13926,73,13,15,199.0
13469,2025-09-20,11715,16010,87,14,15,199.0
13470,2025-09-20,17174,19131,45,8,15,361.77
13471,2025-09-20,9373,7448,69,9,15,199.0
13472,2025-09-20,9263,12239,27,6,15,199.0
13473,2025-09-20,18424,2658,60,22,15,199.0
13474,2025-09-20,20107,16628,78,22,15,199.0
13475,2025-09-20,20676,8238,21,3,15,199.0
13476,2025-09-20,19133,12044,70,13,15,199.0
13477,2025-09-20,14542,17354,98,12,15,199.0
13478,2025-09-20,2761,4077,95,10,15,199.0
13479,2025-09-20,18918,13445,68,13,15,199.0
13480,2025-09-20,12954,2235,70,0,15,199.0
13481,2025-09-20,9130,11237,36,1,15,199.0
13482,2025-09-20,20118,6904,67,11,15,199.0
13483,2025-09-20,13102,18706,92,16,15,199.0
13484,2025-09-20,19871,4038,56,7,15,199.0
13485,2025-09-20,20578,5988,30,6,15,199.0
13486,2025-09-20,12463,4945,16,10,15,199.0
13487,2025-09-20,20303,15690,77,10,15,199.0
13488,2025-09-20,6419,2428,17,5,15,199.0
13489,2025-09-20,16391,19562,105,7,15,199.0
13490,2025-09-20,191,15562,98,15,15,199.0
13491,2025-09-20,17247,5448,54,2,15,199.0
13492,2025-09-20,9642,18054,48,15,15,199.0
13493,2025-09-20,10312,14558,55,20,15,199.0
13494,2025-09-20,10735,7195,49,14,15,199.0
13495,2025-09-20,2976,20428,30,10,15,199.0
13496,2025-09-20,14903,11678,70,16,15,199.0
13497,2025-09-20,20985,16429,63,17,15,199.0
13498,2025-09-20,18757,2197,84,1,15,199.0
13499,2025-09-20,1917,6383,51,14,15,199.0
13500,2025-09-20,10623,8645,71,15,15,199.0
13501,2025-09-20,5442,6168,65,18,15,199.0
13502,2025-09-20,11042,9771,44,23,15,199.0
13503,2025-09-20,20856,12663,109,2,15,199.0
13504,2025-09-20,7430,13311,65,17,15,199.0
13505,2025-09-20,17656,2433,41,11,15,199.0
13506,2025-09-20,13516,17487,57,22,15,199.0
13507,2025-09-20,2535,20633,68,9,15,199.0
13508,2025-09-20,2043,13331,100,18,15,199.0
13509,2025-09-20,506,10000,46,18,15,199.0
13510,2025-09-20,14460,15896,61,8,15,229.24
13511,2025-09-20,12511,12223,90,13,15,199.85
13512,2025-09-20,1082,18462,4,14,15,199.0
13513,2025-09-20,17061,5531,51,14,15,199.0
13514,2025-09-20,972,19548,28,2,15,199.0
13515,2025-09-20,9633,5179,52,10,15,199.0
13516,2025-09-20,18396,6055,74,11,15,199.0
13517,2025-09-20,17147,20935,90,16,15,199.0
13518,2025-09-20,7377,9036,83,9,15,199.0
13519,2025-09-20,17759,18357,24,10,15,199.0
13520,2025-09-20,1501,14820,27,17,15,199.0
13521,2025-09-20,14627,6272,55,14,15,199.0
13522,2025-09-20,5882,3404,21,13,15,199.0
13523,2025-09-20,7295,6105,35,15,15,199.0
13524,2025-09-20,1851,4617,48,7,15,199.0
13525,2025-09-20,7883,12504,77,9,15,199.0
13526,2025-09-20,20002,19053,70,11,15,199.0
13527,2025-09-20,582,13513,92,8,15,199.0
13528,2025-09-20,16331,9441,63,17,15,199.0
13529,2025-09-20,19854,15595,50,7,15,199.0
13530,2025-09-20,12091,2207,50,8,15,199.0
13531,2025-09-20,17322,15090,41,7,15,199.0
13532,2025-09-20,14494,7828,58,10,15,199.0
13533,2025-09-20,3034,14763,44,13,15,199.0
13534,2025-09-20,12018,11028,72,13,15,199.0
13535,2025-09-20,4133,5907,66,7,15,199.0
13536,2025-09-20,591,2355,26,9,15,199.0
13537,2025-09-20,4648,4020,53,9,15,199.0
13538,2025-09-20,879,7729,17,14,15,199.0
13539,2025-09-20,1256,1582,63,6,15,199.0
13540,2025-09-20,18723,20383,57,14,15,281.13
13541,2025-09-20,4715,18976,119,20,15,199.0
13542,2025-09-20,2603,19234,90,21,15,199.0
13543,2025-09-20,3836,1903,36,20,15,199.0
13544,2025-09-20,5453,15120,72,6,15,199.0
13545,2025-09-20,197,3059,32,10,15,199.0
13546,2025-09-20,8603,9007,66,18,15,261.99
13547,2025-09-20,9247,5644,54,5,15,199.0
13548,2025-09-20,11943,18967,74,14,15,199.0
13549,2025-09-20,17740,253,32,18,15,199.0
13550,2025-09-20,13711,8901,32,3,15,199.0
13551,2025-09-20,8435,16274,26,20,15,323.46
13552,2025-09-20,14520,10754,81,0,15,199.0
13553,2025-09-20,2998,9164,82,9,15,199.0
13554,2025-09-20,12026,6603,52,3,15,199.0
13555,2025-09-20,13267,13903,21,0,15,199.0
13556,2025-09-20,10650,18849,50,10,15,199.0
13557,2025-09-20,18486,7994,45,11,15,199.0
13558,2025-09-20,7321,11792,55,9,15,199.0
13559,2025-09-20,16921,3515,87,6,15,199.0
13560,2025-09-20,5562,16125,68,4,15,199.0
13561,2025-09-20,15285,8350,70,3,15,199.0
13562,2025-09-20,8218,8968,52,12,15,199.0
13563,2025-09-20,20104,3615,86,12,15,199.0
13564,2025-09-20,15877,8209,77,14,15,199.0
13565,2025-09-20,9746,12347,92,14,15,199.0
13566,2025-09-20,4425,11429,46,12,15,199.0
13567,2025-09-20,12289,783,49,10,15,199.0
13568,2025-09-20,7428,12226,94,24,15,199.0
13569,2025-09-20,11674,16769,58,6,15,199.0
13570,2025-09-20,4244,20590,44,26,15,199.0
13571,2025-09-20,19046,11419,79,13,15,199.0
13572,2025-09-20,11321,20794,39,16,15,199.0
13573,2025-09-20,15073,10402,74,13,15,199.0
13574,2025-09-20,10041,17507,59,9,15,199.0
13575,2025-09-20,10289,19860,81,6,15,199.0
13576,2025-09-20,18941,16816,72,11,15,199.0
13577,2025-09-20,17939,18887,57,9,15,199.0
13578,2025-09-20,14656,5019,89,15,15,199.0
13579,2025-09-20,14506,9304,64,13,15,286.21
13580,2025-09-20,9654,20837,38,17,15,199.0
13581,2025-09-20,4180,7144,66,12,15,199.0
13582,2025-09-20,2477,11581,49,10,15,199.0
13583,2025-09-20,6328,18513,69,14,15,199.0
13584,2025-09-20,19294,9387,39,12,15,199.0
13585,2025-09-20,11154,8577,21,0,15,199.0
13586,2025-09-20,1595,7498,5,12,15,199.0
13587,2025-09-20,15522,17394,11,10,15,199.0
13588,2025-09-20,1492,691,45,27,15,199.0
13589,2025-09-20,7510,1275,48,21,15,199.0
13590,2025-09-20,17691,8244,83,2,15,199.0
13591,2025-09-20,6134,4575,61,9,15,199.0
13592,2025-09-20,12533,10316,35,10,15,199.0
13593,2025-09-20,3517,13028,60,6,15,310.22
13594,2025-09-20,17873,17315,77,20,15,199.0
13595,2025-09-20,11248,2366,82,13,15,199.0
13596,2025-09-20,2773,11673,35,2,15,199.0
13597,2025-09-20,8436,5791,33,17,15,199.0
13598,2025-09-20,165,5105,24,2,15,199.0
13599,2025-09-20,16480,13812,37,3,15,199.0
13600,2025-09-20,4488,2477,78,3,15,199.0
13601,2025-09-20,15142,2079,46,11,15,199.0
13602,2025-09-20,19835,15291,79,0,15,199.0
13603,2025-09-20,12622,11558,64,10,15,199.0
13604,2025-09-20,11450,13176,53,6,15,199.0
13605,2025-09-20,12747,14901,39,14,15,199.0
13606,2025-09-20,2883,12991,39,11,15,199.0
13607,2025-09-20,3963,17697,101,20,15,199.0
13608,2025-09-20,15253,17073,58,6,15,199.0
13609,2025-09-20,18190,17000,90,11,15,229.81
13610,2025-09-20,7955,7235,49,19,15,199.0
13611,2025-09-20,4408,3838,57,14,15,199.0
13612,2025-09-20,7380,2293,59,12,15,199.0
13613,2025-09-20,16614,454,63,8,15,199.0
13614,2025-09-20,3076,20273,71,7,15,199.0
13615,2025-09-20,10527,13063,65,21,15,199.0
13616,2025-09-20,17601,18712,67,14,15,199.0
13617,2025-09-20,20962,7132,86,9,15,199.0
13618,2025-09-20,20607,17464,65,6,15,199.0
13619,2025-09-20,14306,3734,50,19,15,199.0
13620,2025-09-20,12783,13807,77,15,15,199.0
13621,2025-09-20,2858,20842,73,14,15,199.0
13622,2025-09-20,3082,4360,61,6,15,199.0
13623,2025-09-20,4348,8432,66,12,15,199.0
13624,2025-09-20,3571,9852,35,14,15,199.0
13625,2025-09-20,14609,10553,55,15,15,199.0
13626,2025-09-20,3678,10381,109,12,15,199.0
13627,2025-09-20,13241,19572,58,17,15,199.0
13628,2025-09-20,4107,17616,43,16,15,199.0
13629,2025-09-20,4051,4167,45,20,15,199.0
13630,2025-09-20,785,1202,55,14,15,199.0
13631,2025-09-20,11128,18345,106,14,15,199.0
13632,2025-09-20,8785,5432,76,12,15,199.0
13633,2025-09-20,11049,14124,33,6,15,199.0
13634,2025-09-20,17795,14995,68,9,15,199.0
13635,2025-09-20,2621,5315,89,20,15,199.0
13636,2025-09-20,3435,6480,55,13,15,199.0
13637,2025-09-20,15319,11526,73,11,15,199.0
13638,2025-09-20,20834,18198,81,5,15,199.0
13639,2025-09-20,20589,3810,54,12,15,199.0
13640,2025-09-20,19258,9532,110,6,15,199.0
13641,2025-09-20,361,16712,14,2,15,199.0
13642,2025-09-20,13669,6731,61,13,15,199.0
13643,2025-09-20,15200,18020,14,26,15,199.0
13644,2025-09-20,20289,3563,62,16,15,199.0
13645,2025-09-20,9943,2781,40,17,15,199.0
13646,2025-09-20,8561,11550,79,15,15,199.0
13647,2025-09-20,13940,511,85,18,15,199.0
13648,2025-09-20,13106,15914,69,17,15,199.0
13649,2025-09-20,2951,11810,32,0,15,199.0
13650,2025-09-20,8813,19814,9,8,15,199.0
13651,2025-09-20,69,9246,80,17,15,199.0
13652,2025-09-20,8278,19379,31,13,15,199.0
13653,2025-09-20,1168,2979,83,12,15,199.0
13654,2025-09-20,11531,11187,55,4,15,199.0
13655,2025-09-20,8380,17612,28,6,15,199.0
13656,2025-09-20,8673,9102,18,21,15,225.28
13657,2025-09-20,7449,6956,60,22,15,199.0
13658,2025-09-20,7572,17274,62,11,15,199.0
13659,2025-09-20,13070,17332,112,14,15,199.0
13660,2025-09-20,20926,5940,43,11,15,199.0
13661,2025-09-20,1697,14686,49,17,15,199.0
13662,2025-09-20,19185,10299,78,8,15,199.0
13663,2025-09-20,7356,3597,39,19,15,199.0
13664,2025-09-20,14033,9094,63,9,15,199.0
13665,2025-09-20,19132,14936,76,27,15,199.0
